case_id,source_record_id,case_name,case_number_or_citation,court_name,court_level,decision_date,decision_year,case_subtype,raw_length_chars,collection_status,exclusion_reason,include_signals,exclude_signals,quality_flags,related_case_group_id
KR_04737e7b48ff893f,4071,,,unknown,unknown,,,traffic_accident,713,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_b21329d495146696,4073,,,창원지방법원,trial,2021-05-14,2021,personal_injury,1001,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,치료비,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_f1c595d9b9fb0a21,4076,,,unknown,unknown,2021-01-15,2021,medical_professional,34845,fail,ip_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,ip_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_2040fdcf85cb192e,4077,,2008다3527,unknown,supreme,2017-01-27,2017,traffic_accident,14856,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;일실수입,supreme_court_excluded,warning_unknown_court_name,
KR_4823563e1f125a8b,4087,,2002도807,unknown,unknown,1995-01-20,1995,medical_professional,2781,warning,,위자료;주의의무,,warning_unknown_court_level;warning_unknown_court_name,
KR_5d1d390db2d748c2,4088,,2003다24215,unknown,supreme,2020-05-26,2020,contract_only,4061,fail,supreme_court_excluded;contract_only;warning_unknown_court_name,손해배상,supreme_court_excluded;contract_only,warning_unknown_court_name,
KR_0baf5cd307e2a0fe,4096,,,unknown,unknown,1989-03-28,1989,traffic_accident,3325,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_2d105596b6f907db,4101,,,unknown,unknown,2020-10-17,2020,traffic_accident,856,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_00862ebc26af3a71,4119,,,서울고등법원,appellate,1968-11-13,1968,facility_product_safety,1222,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_a5d9c3762ed38aa7,4130,,,unknown,unknown,2018-07-20,2018,traffic_accident,2437,warning,,손해배상;위자료;치료비;일실수입,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_b3e7de55231ac323,4132,,1999년경부터 2004,unknown,unknown,2011-08-17,2011,contract_only,13477,fail,family_only;procedural_only_or_no_factual_background;contract_only;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,위자료,family_only;procedural_only_or_no_factual_background;contract_only,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,
KR_4aa06fb50ecf221f,4133,,,unknown,unknown,,,facility_product_safety,552,fail,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_3414f81b9a2baf5e,4135,,,unknown,unknown,,,property_economic_harm,1270,fail,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_03883c0460adea66,4145,,,unknown,unknown,2020-01-24,2020,traffic_accident,1979,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_bfcf4c6b82d9877e,4149,,,서울지방법원,trial,1990-08-29,1990,traffic_accident,2486,warning,,일실수입,,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_bf61e8e75ab1acb6,4152,,2017다268142,unknown,supreme,2020-11-24,2020,facility_product_safety,3232,fail,supreme_court_excluded;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상,supreme_court_excluded,warning_unknown_court_name;duplicate_case_number_or_citation,grp_6048c827fee7
KR_7ddca6b458d09dc0,4155,,2015두295,unknown,unknown,1994-06-10,1994,facility_product_safety,4206,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name,손해배상,administrative_only,warning_unknown_court_level;warning_unknown_court_name,
KR_67100c562ce9f754,4158,,,unknown,unknown,1985-03-15,1985,medical_professional,5570,warning,,손해배상;불법행위;주의의무,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_f3766468a100fd43,4165,,2011다80449,대구지방법원,supreme,2019-06-14,2019,traffic_accident,2338,fail,supreme_court_excluded;criminal_case,불법행위;위자료,supreme_court_excluded;criminal_case,,
KR_1cfbb2c8aff41b1e,4171,,,unknown,unknown,1969-11-15,1969,traffic_accident,3074,warning,,손해배상;위자료,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_757dfef62a0035b5,4180,,2006두11590,서울고등법원,supreme,2007-09-20,2007,facility_product_safety,2158,fail,supreme_court_excluded;administrative_only;procedural_only_or_no_factual_background;warning_weak_fact_background_signal,불법행위,supreme_court_excluded;administrative_only;procedural_only_or_no_factual_background,warning_weak_fact_background_signal,
KR_8b3b8cd9886843e8,4185,,2009다96984,unknown,supreme,2017-06-30,2017,medical_professional,5117,fail,supreme_court_excluded;warning_unknown_court_name,손해배상,supreme_court_excluded,warning_unknown_court_name,grp_7f5b065725f0
KR_086fecc002fbf951,4186,,,unknown,unknown,1978-07-02,1978,traffic_accident,5561,warning,,손해배상;위자료;과실상계,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_09f616c75e40473b,4189,,,unknown,unknown,2003-10-03,2003,traffic_accident,15423,warning,,손해배상;불법행위,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_90af12a39bac2de0,4192,,2002다61958,unknown,supreme,2016-08-25,2016,traffic_accident,6959,fail,supreme_court_excluded;criminal_case;warning_unknown_court_name,위자료;치료비;과실상계,supreme_court_excluded;criminal_case,warning_unknown_court_name,
KR_eb4f86c6ceeb9ed6,4194,,2013므2441,unknown,unknown,2021-01-29,2021,unclear,2213,fail,family_only;warning_unknown_court_level;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상;불법행위;위자료,family_only,warning_unknown_court_level;warning_unknown_court_name;duplicate_case_number_or_citation,grp_56f1075bd4c0
KR_ab9651f961844aab,4197,,2003다24123,unknown,supreme,1993-09-06,1993,medical_professional,5250,fail,supreme_court_excluded;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_name,손해배상,supreme_court_excluded;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_name,
KR_8b4e7083c3248353,4198,,,unknown,unknown,2019-08-07,2019,medical_professional,7528,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_23d07ca0a3cbe28d,4201,,,unknown,unknown,2005-11-24,2005,traffic_accident,17641,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_f0c2c438ae699dfa,4204,,,서울중앙지방법원,trial,2018-04-27,2018,traffic_accident,9002,warning,,손해배상;위자료;치료비;일실수입,,warning_unknown_case_number,
KR_0cccb54a55d8efe6,4206,,,서울민사지방법원,trial,1990-09-03,1990,unclear,658,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_7b6596131aaf3b4d,4218,,2012고합802,부산지방법원,trial,2012-02-24,2012,traffic_accident,115567,fail,criminal_case;warning_weak_fact_background_signal,위자료,criminal_case,warning_weak_fact_background_signal,
KR_d2c078df9891522a,4223,,,unknown,unknown,2008-07-11,2008,unclear,1364,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_93997da07085333e,4231,,,광주지방법원,trial,2018-04-26,2018,facility_product_safety,3438,fail,criminal_case;ip_only;warning_unknown_case_number,손해배상;불법행위,criminal_case;ip_only,warning_unknown_case_number,
KR_c15cd1216148a92b,4234,,,unknown,unknown,,,contract_only,2627,fail,criminal_case;contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,criminal_case;contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_95ae3fae078ca473,4236,,2005다65579,서울고등법원,supreme,2008-01-18,2008,unclear,3516,fail,supreme_court_excluded,손해배상,supreme_court_excluded,,
KR_e0ca2d1bd32044f1,4241,,,대법원,supreme,2002-01-26,2002,property_economic_harm,1395,fail,supreme_court_excluded;ip_only;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상;불법행위;주의의무,supreme_court_excluded;ip_only;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_8eb6e83edbf53889,4242,,2001두205,서울고등법원,supreme,2007-11-07,2007,unclear,2833,fail,supreme_court_excluded;administrative_only,손해배상;위자료,supreme_court_excluded;administrative_only,,
KR_ae2e647e1057049b,4244,,2004재다672,대법원,supreme,2004-11-05,2004,contract_only,4749,fail,supreme_court_excluded;administrative_only;procedural_only_or_no_factual_background;contract_only;warning_weak_fact_background_signal,손해배상,supreme_court_excluded;administrative_only;procedural_only_or_no_factual_background;contract_only,warning_weak_fact_background_signal,
KR_e0398c6eb0488b5e,4247,,2020고단4810,unknown,unknown,2019-01-10,2019,traffic_accident,15220,fail,criminal_case;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,손해배상,criminal_case;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,
KR_9f55279a2bad4f4b,4259,,2016년경부터 2017,unknown,unknown,2019-03-27,2019,contract_only,5476,fail,contract_only;warning_unknown_court_level;warning_unknown_court_name,손해배상,contract_only,warning_unknown_court_level;warning_unknown_court_name,
KR_f86e3f2dae68a2b7,4268,,,unknown,unknown,2021-04-11,2021,traffic_accident,1174,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e3579196814d4f3a,4281,,,서울고등법원,appellate,2005-11-25,2005,medical_professional,3710,fail,criminal_case;warning_unknown_case_number,손해배상;불법행위;사용자책임,criminal_case,warning_unknown_case_number,
KR_f8f54f50ce3fa922,4283,,,대구지방법원,trial,1988-04-27,1988,contract_only,3367,fail,procedural_only_or_no_factual_background;contract_only;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,procedural_only_or_no_factual_background;contract_only,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_3d0dcacf83787818,4293,,,unknown,unknown,2019-04-01,2019,unclear,2466,warning,,손해배상;불법행위,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e54167ac43f339b3,4296,,2003다9049,unknown,supreme,2014-09-05,2014,traffic_accident,3348,fail,supreme_court_excluded;criminal_case;warning_unknown_court_name,손해배상;불법행위;사용자책임,supreme_court_excluded;criminal_case,warning_unknown_court_name,
KR_5d47c88177e182b5,4298,,2009다54638,unknown,supreme,2015-06-04,2015,traffic_accident,15646,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료;주의의무,supreme_court_excluded,warning_unknown_court_name,
KR_64c0e6b98be25b3a,4308,,,unknown,unknown,2004-02-03,2004,medical_professional,8114,fail,criminal_case;administrative_only;ip_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,criminal_case;administrative_only;ip_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_5ec4a8e003c6a7f2,4313,,2009다96984,unknown,supreme,2018-07-01,2018,medical_professional,9257,fail,supreme_court_excluded;administrative_only;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상;위자료;일실수입,supreme_court_excluded;administrative_only,warning_unknown_court_name;duplicate_case_number_or_citation,grp_e02c84d93151
KR_2aee922a397069c7,4319,,,unknown,unknown,2021-03-15,2021,traffic_accident,643,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_fd3e72a3a66e9168,4326,,,unknown,unknown,1995-02-24,1995,medical_professional,10271,fail,administrative_only;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,administrative_only;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_2c0b6011dcbf36f6,4327,,,unknown,unknown,2008-11-29,2008,contract_only,8477,fail,contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_f8e614e67899f3b2,4342,,,unknown,unknown,1957-09-12,1957,unclear,1060,fail,administrative_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,administrative_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e6daed47e396b200,4346,,2016나2062857,unknown,appellate,2016-12-09,2016,property_economic_harm,4168,fail,insurance_payment_only;warning_unknown_court_name,손해배상,insurance_payment_only,warning_unknown_court_name,
KR_d751e594e3343056,4353,,2003다1250,대법원,supreme,2000-06-09,2000,property_economic_harm,9154,fail,supreme_court_excluded;administrative_only,손해배상,supreme_court_excluded;administrative_only,,
KR_903cfd21eda7293f,4354,,,unknown,unknown,2008-10-09,2008,medical_professional,5943,warning,,손해배상;위자료;제조물책임,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_11d89823b570f1e4,4374,,,서울고등법원,supreme,2014-07-01,2014,property_economic_harm,3498,fail,supreme_court_excluded;family_only;warning_unknown_case_number,위자료,supreme_court_excluded;family_only,warning_unknown_case_number,
KR_5e43152644461c5b,4383,,,전주지방법원,trial,1972-06-20,1972,contract_only,6183,fail,criminal_case;contract_only;warning_unknown_case_number,손해배상,criminal_case;contract_only,warning_unknown_case_number,
KR_16aa10a3726e6ff0,4393,,,unknown,unknown,2009-04-27,2009,medical_professional,5302,fail,ip_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,ip_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_13f30749a5f75fb0,4400,,,unknown,unknown,1986-12-19,1986,facility_product_safety,3809,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_41c0368dfc771e40,4404,,,서울서부지방법원,trial,2007-11-09,2007,traffic_accident,1777,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_0c58333ba8c297d0,4409,,,unknown,unknown,1983-05-02,1983,property_economic_harm,3022,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_bb33b474d758154c,4413,,2006마1277,서울중앙지방법원,trial,2016-07-06,2016,property_economic_harm,3272,pass,,손해배상;불법행위,,,
KR_8ae92164a0c6ace2,4417,,,서울고등법원,appellate,1981-06-29,1981,facility_product_safety,4153,warning,,손해배상,,warning_unknown_case_number,
KR_515610c1ce516b5a,4423,,,대전고등법원,appellate,1990-09-05,1990,contract_only,3646,fail,contract_only;warning_unknown_case_number,손해배상,contract_only,warning_unknown_case_number,
KR_7e454c471f4081f9,4428,,,unknown,unknown,2012-05-22,2012,property_economic_harm,1590,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_90b2a7d7ef53eaea,4429,,2018나215955,의정부지방법원,appellate,2018-12-11,2018,property_economic_harm,5385,fail,administrative_only,손해배상;불법행위,administrative_only,,
KR_438f49e14025cb39,4430,,2008다61561,unknown,supreme,2015-01-22,2015,medical_professional,8772,fail,supreme_court_excluded;criminal_case;warning_unknown_court_name,손해배상;불법행위;위자료,supreme_court_excluded;criminal_case,warning_unknown_court_name,
KR_117541e1ef5f570a,4435,,,대법원,supreme,1966-09-20,1966,unclear,1569,fail,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상;불법행위,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_c6f6def16b632d0a,4442,,2012가합21115,수원지방법원 성남지원,trial,2005-04-20,2005,facility_product_safety,5975,pass,,손해배상;불법행위,,,
KR_17041ec9c32e99ec,4446,,2016두36956,대법원,supreme,2017-10-31,2017,medical_professional,7724,fail,supreme_court_excluded;procedural_only_or_no_factual_background;warning_weak_fact_background_signal,불법행위,supreme_court_excluded;procedural_only_or_no_factual_background,warning_weak_fact_background_signal,
KR_6331ce0a5364a33f,4448,,1998년 4,서울고등법원,appellate,1997-08-22,1997,facility_product_safety,9577,fail,criminal_case,손해배상;불법행위,criminal_case,,
KR_65c5047bf7a9e47c,4456,,,부산고등법원,appellate,1991-03-27,1991,traffic_accident,3357,warning,,손해배상,,warning_unknown_case_number,
KR_570da37b7d1da227,4463,,,서울고등법원,appellate,,,facility_product_safety,1458,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상;불법행위,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_64f911d9c175d5e2,4464,,,서울지방법원,supreme,1996-05-08,1996,traffic_accident,3644,fail,supreme_court_excluded;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상;불법행위;과실상계,supreme_court_excluded,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_911a844e461c77c6,4468,,,unknown,unknown,2020-10-14,2020,traffic_accident,2216,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_290b7831304fdfbf,4473,,,unknown,unknown,1995-05-02,1995,contract_only,4633,fail,contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_d94408974c86ca81,4480,,,unknown,unknown,1976-09-03,1976,traffic_accident,2242,warning,,손해배상;불법행위;위자료,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_1a5750261d26b566,4486,,,unknown,unknown,2000-02-12,2000,facility_product_safety,7383,fail,family_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;위자료,family_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_7279ea7b546f033b,4489,,9572부대소속 1,unknown,unknown,1969-01-11,1969,traffic_accident,2182,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,손해배상;불법행위;위자료;치료비,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,
KR_2d4406279062133d,4496,,,대법원,supreme,1996-11-11,1996,property_economic_harm,1819,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,불법행위;사용자책임,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_94cc46df20e56f3a,4497,,2016구합834,창원지방법원,trial,2015-06-29,2015,medical_professional,4047,fail,administrative_only,손해배상;불법행위,administrative_only,,
KR_654fd58f8f8db5ea,4499,,,unknown,unknown,1992-05-15,1992,facility_product_safety,7930,warning,,손해배상;불법행위,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_dff8b613c8094d20,4505,,2011가소2415951,서울중앙지방법원,trial,2004-10-07,2004,medical_professional,2643,pass,,치료비,,,
KR_8652112c14bdc334,4516,,2008다38325,unknown,supreme,2019-05-04,2019,contract_only,4334,fail,supreme_court_excluded;contract_only;warning_unknown_court_name,손해배상,supreme_court_excluded;contract_only,warning_unknown_court_name,
KR_28fbbd5d437a3e94,4520,,,unknown,unknown,2021-06-03,2021,traffic_accident,1291,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_32c8c71ac5b55cad,4522,,2019가합50222,서울남부지방법원,trial,2018-11-06,2018,medical_professional,4376,pass,,손해배상,,,
KR_1c686c7f87644050,4523,,2013다77225,unknown,supreme,2017-05-31,2017,medical_professional,6284,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;주의의무,supreme_court_excluded,warning_unknown_court_name,
KR_7a5b4f09ca2c7ac6,4529,,2017고단5470,unknown,unknown,2012-06-04,2012,contract_only,6909,fail,criminal_case;contract_only;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,손해배상,criminal_case;contract_only,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,
KR_5c398310733115ba,4540,,2005다22688,대전고등법원,supreme,2005-08-19,2005,property_economic_harm,19614,fail,supreme_court_excluded;administrative_only,불법행위,supreme_court_excluded;administrative_only,,
KR_09fe7437db584bd1,4557,,,대법원,supreme,1989-06-27,1989,property_economic_harm,1357,fail,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,불법행위,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_4f977046ce05b799,4559,,,수원지방법원,trial,2009-10-22,2009,property_economic_harm,5838,warning,,손해배상;불법행위;과실상계;주의의무,,warning_unknown_case_number,
KR_93b405bfa48d0a31,4569,,,unknown,unknown,2000-01-01,2000,unclear,7430,warning,,손해배상;불법행위,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_92524bf2d6e7b283,4576,,,unknown,unknown,1989-03-17,1989,facility_product_safety,3706,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_02f0b3a6c855850b,4581,,2018가합200227,대법원,supreme,2016-03-02,2016,medical_professional,1772,fail,supreme_court_excluded;criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text,손해배상;주의의무,supreme_court_excluded;criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text,
KR_778f33d12e481066,4585,,,unknown,unknown,2017-08-25,2017,contract_only,2917,fail,insurance_payment_only;contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,insurance_payment_only;contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_63dfd7b18c1e5d8a,4589,,2019고약395,unknown,unknown,2021-01-13,2021,traffic_accident,7141,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,손해배상;불법행위;위자료,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_b773edc36c3002a4,4600,,,unknown,unknown,2000-02-01,2000,medical_professional,4575,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;주의의무,administrative_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_bd8566740242c26e,4614,,,광주지방법원,trial,1992-06-30,1992,traffic_accident,4230,fail,administrative_only;warning_unknown_case_number,손해배상,administrative_only,warning_unknown_case_number,
KR_367e6222eff8b450,4616,,2000다66492,unknown,supreme,1981-08-31,1981,property_economic_harm,5708,fail,supreme_court_excluded;warning_unknown_court_name,손해배상,supreme_court_excluded,warning_unknown_court_name,
KR_448adf8db9fb8688,4623,,2005도8105,unknown,unknown,2020-06-17,2020,traffic_accident,3562,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,치료비;주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_a838e2f6fb717396,4627,,,서울지방법원,trial,1993-05-10,1993,contract_only,4754,fail,administrative_only;contract_only;warning_unknown_case_number,손해배상,administrative_only;contract_only,warning_unknown_case_number,
