surface_id,concept_id,category,concept_family,jurisdiction_scope,orientation_layer,language,surface_form,match_type,provenance,ambiguity,primary_include,orientation_include,source_id,source_locator,source_url,status,note,version
S0274,US_ABUSE_OF_DISCRETION,procedure,STANDARD_OF_REVIEW,US_GENERIC,none,ko,재량권 남용,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0275,US_SUBSTANTIAL_EVIDENCE_REVIEW,procedure,STANDARD_OF_REVIEW,US_GENERIC,none,en,substantial evidence,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0276,US_SUBSTANTIAL_EVIDENCE_REVIEW,procedure,STANDARD_OF_REVIEW,US_GENERIC,none,ko,실질적 증거,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0277,US_FINAL_JUDGMENT,procedure,JUDGMENT,US_GENERIC,none,en,final judgment,literal,corpus_candidate,low,1,0,DEV_CORPUS,to validate,,needs_dev_validation,Procedure surface retained as a candidate; use a direct procedure source or dev-corpus evidence before freeze.,0.1.1
S0278,US_FINAL_JUDGMENT,procedure,JUDGMENT,US_GENERIC,none,ko,최종판결,literal,researcher_translation_candidate,low,0,0,US_WEX_INJUNCTION,Permanent Injunctions,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0279,US_TRIAL,procedure,TRIAL_STAGE,US_GENERIC,none,en,trial,literal,corpus_candidate,high,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Bare 'trial' remains excluded from primary density and requires dev-corpus validation.,0.1.1
S0280,US_TRIAL,procedure,TRIAL_STAGE,US_GENERIC,none,ko,재판,literal,researcher_translation_candidate,high,0,0,US_WEX_NEG_PER_SE,entry,https://www.law.cornell.edu/wex/negligence_per_se,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0281,ARG_ASSERT,party_arg,PARTY_ASSERTION,BOTH,none,ko,"(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?(?:라고\s+)?주장(?:한다|하였다|하고\s+있다|하면서|하므로|하였으나|하나)",regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0282,ARG_CONTEND,party_arg,PARTY_ASSERTION,BOTH,none,ko,"(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?(?:다툰다|다투었다|다투고\s+있다)",regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0283,ARG_DEFENSE,party_arg,PARTY_DEFENSE,BOTH,none,ko,"(?:피고(?:들)?|피항소인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?(?:라고\s+)?항변(?:한다|하였다|하면서|하나)",regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0284,ARG_ARGUMENT_NOUN,party_arg,PARTY_ARGUMENT_NOUN,BOTH,none,ko,(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])의\s+(?:위\s+)?(?:주장|항변|입장),regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0285,ARG_COUNTER,party_arg,PARTY_COUNTERARGUMENT,BOTH,none,ko,"(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?반박(?:한다|하였다)",regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0286,ARG_DISPUTE,party_arg,PARTY_DISPUTE,BOTH,none,ko,"(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?(?:부인(?:한다|하였다)|다툰다|다투었다|다투고\s+있다)",regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0287,ARG_CLAIM,party_arg,PARTY_CLAIM,BOTH,none,ko,"(?:원고(?:들)?|항소인(?:들)?|상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?청구(?:한다|하였다)",regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0288,ARG_ASSERT,party_arg,PARTY_ASSERTION,BOTH,none,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:argues?|argued|asserts?|asserted)\s+that\b,regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0289,ARG_CONTEND,party_arg,PARTY_ASSERTION,BOTH,none,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:contends?|contended)\s+that\b,regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0290,ARG_ASSERT,party_arg,PARTY_ASSERTION,BOTH,none,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:argues?|argued|asserts?|asserted)\s+that\b,regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0291,ARG_MAINTAIN,party_arg,PARTY_ASSERTION,BOTH,none,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:maintains?|maintained)\s+that\b,regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0292,ARG_ALLEGE,party_arg,PARTY_ALLEGATION,BOTH,none,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:alleges?|alleged)\s+that\b,regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0293,ARG_CLAIM,party_arg,PARTY_CLAIM,BOTH,none,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:claims?|claimed)\s+that\b,regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0294,ARG_COUNTER,party_arg,PARTY_COUNTERARGUMENT,BOTH,none,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:counters?|countered)\s+that\b,regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0295,ARG_ARGUMENT_NOUN,party_arg,PARTY_ARGUMENT_NOUN,BOTH,none,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:'s|’s)\s+(?:argument|contention|position|claim|defense)\b,regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0296,ARG_ASSERT,party_arg,PARTY_ASSERTION,BOTH,none,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:argues?|argued|asserts?|asserted)\s+that\b,regex,corpus_pattern_seed,medium,1,0,DEV_CORPUS,validate on held-out development judgments,,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
