case_id,case_family_id,origin_country,origin_state,court_name,court_level,decision_date,case_number_or_citation,primary_domain,liability_theories,domain_review_status,domain_evidence,source_case_id,lower_court_supplemented,neutral_fact_source_language,neutral_fact_ko_chars,neutral_fact_en_chars,source_grounding_status,legal_leakage_status,procedural_leakage_status,jurisdiction_leakage_status,translation_equivalence_status,language_sanity_status,duplicate_sentence_status,text_review_provenance,replacement_status,replacement_reason,analysis_split,raw_text_sha256,neutral_fact_source_sha256,neutral_fact_ko_sha256,neutral_fact_en_sha256
US_77921eca4293bb5c27,FAM_51c4094a063762b7,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,2003-12-31,,product_liability,"[""negligence"", ""strict liability"", ""breach of warranty"", ""design defect"", ""manufacturing defect"", ""failure to warn""]",independent_agreement,"[""Alleging further *1040 that Frito-Lay's Doritos are unsafe and defective because they fracture into hard, sharp fragments that are capable of lacerating the esophagus when eaten, Appellees set forth claims in negligence, strict liability, and breach of warranty."", ""Based on his tests, Dr. Beroes concluded that the Doritos were dangerous and defective because they broke into smaller triangular chips that were too sharp, too thick, and too hard for safe passage in the esophagus."", ""that their uneven and dangerous characteristics caused Mr. Grady's esophageal tear and *1041 resulting injuries.""]",1533680,False,en,935,1474,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,ba797402c4dcc87cc8e93dd9b437f529d14fd9c1dbbc4b631b24ce972964d734,bdc665a2fef3fad16afff4a0a80d0128693930e13aa88ca33a156cc921242e91,62bfbcd97dac5f3be16740ebd7f9bfdadb2a1b7c09f0702bf4d5b76f5bd3991c,bdc665a2fef3fad16afff4a0a80d0128693930e13aa88ca33a156cc921242e91
US_78f2e4c0127c877a51,FAM_1bdce1476429d387,US,Michigan,Michigan Supreme Court,supreme,2010-06-18,,general_negligence_personal_injury,"[""negligence"", ""gross negligence"", ""Michigan Consumer Protection Act""]",accepted_primary,"[""During the party, Trent jumped off a slide and broke his leg."", ""Trent, by his mother, Sheila Woodman, as next friend, filed suit against defendant, alleging negligence, gross negligence, and violation of the Michigan Consumer Protection Act (MCPA).""]",831187,False,en,471,778,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,b48b43181f7e90f8509ea25d109bf011d06f2f0a72e9565fd510bc42225b1952,049be3243a4a8f2959d67056c7d3f1036233c7b49e9a63f5c820b4662de76825,23f726d873d194d5013fc78ea74932a3173ed52d78944a1d0c797d74ced538a5,049be3243a4a8f2959d67056c7d3f1036233c7b49e9a63f5c820b4662de76825
US_7cae584411e6f22f4b,FAM_63daa57cb598869a,US,Michigan,Michigan Supreme Court,supreme,2004-07-23,,medical_professional_liability,"[""medical malpractice"", ""negligent administration of Pitocin"", ""failure to appropriately monitor fetal distress"", ""vicarious liability""]",independent_agreement,"[""He argues, through his mother as next friend, that these conditions are the proximate results of defendants’ negligence in treating his mother during her labor leading to his delivery."", ""Plaintiff initiated the present lawsuit in 1994 through his mother, Kimberly Craig, as next friend. He alleged that Drs. Gennaoui and Kittur committed medical malpractice in failing to monitor plaintiff’s heartbeat with an internal uterine catheter until 2:30 P .M . on July 16, 1980."", ""STATUTORY AND COMMON LAW BACKGROUND In order to establish a cause of action for medical malpractice, a plaintiff must establish four elements: (1) the appropriate standard of care governing the defendant’s 43 MCR 2.613(A).""]",848697,False,en,960,1597,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,a563b214dedf76572b6efd4c22a9cb404cb3a08946437d4df062f6efd118ac90,76eaea689978d63bd3512e8475888932aaac4949ea06202fa82cab96cd768f22,02106be5d436fa87c06e0386e527bfcde007446544942cce263cfd12f31bcf38,76eaea689978d63bd3512e8475888932aaac4949ea06202fa82cab96cd768f22
US_7f556627654c5d3f9a,FAM_a2b0f477295f2dc9,US,Louisiana,Supreme Court of Louisiana,supreme,2014-03-25,,medical_professional_liability,"[""medical malpractice"", ""future medical care and related benefits"", ""custodial/attendant care expenses""]",independent_agreement,"[""At issue in this medical malpractice action is the extent to which the Louisiana Patient’s Compensation Fund (“PCF”) continues to be obligated to make advance payments for custodial/attendant care for a medical malpractice victim"", ""Dustin P. Watkins suffered an in útero stroke approximately two days before his December 20, 1990 birth, allegedly arising out of the medical malpractice of the treating obstetrician, Dr. Richard J. Barry, which resulted in a brain injury.""]",5002037,False,en,1149,1905,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,confirmatory,038146b66d90f3ff66cabef5bf3af518c3ee6337bc7f683bc55e693f6fe9a6eb,52ade7c5827bceb3f1263afbb028aa0cdb224299a8e18b4256c28009118dd152,af75424fcb2ec95588f2f9ce2661dd8a5d51c1b446f80330416142d68dfd99ed,52ade7c5827bceb3f1263afbb028aa0cdb224299a8e18b4256c28009118dd152
US_8026310f8d6a3819bd,FAM_9b717b5d9c1055c7,US,West Virginia,West Virginia Supreme Court,supreme,2000-03-01,,other_civil_liability,"[""negligence"", ""breach of fiduciary duty"", ""fraud""]",independent_agreement,"[""the bank negligently breached its fiduciary duty to the appellants, the public and people who might be defrauded by Herman Poling, Jr."", ""the appellees' conduct was fraudulent in the re-issuance and in the purchase of the stock"", ""The circuit court determined as a matter of law that Belington Bank, Inc. breached no duty to the appellants.""]",1401930,False,en,989,1672,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"The opinion addresses insurance coverage, duty to defend, and the procedural standard for reconsidering interlocutory orders, rather than a substantive civil-liability merits issue.",confirmatory,13ff6850d2477ae05893163c4e9f5857920ba8dece4e70a5c3ae78ef9af9c2ad,d29b9f6be0ef855d2cddae6b5c999d8e926b6fb3d613e1935f4c5a9d5f932118,233b9beb791e31e8413a3907ecad3ba4d48b0a618f170ee6e0156c2c8c74aa63,d29b9f6be0ef855d2cddae6b5c999d8e926b6fb3d613e1935f4c5a9d5f932118
US_8273a9a891358bad5d,FAM_0f85f9d550ad7c96,US,Louisiana,Supreme Court of Louisiana,supreme,2011-04-01,,other_civil_liability,"[""negligence"", ""negligent misrepresentation"", ""fraud"", ""conspiracy"", ""breach of fiduciary duty"", ""unfair or deceptive acts or practices"", ""gross negligence"", ""malice""]",independent_agreement,"[""The three lawsuits — which alleged causes of action in negligence, negligent misrepresentation, conspiracy, fraud, breach of fiduciary duty, unfair or deceptive acts or practices, and contractual liability — were consolidated."", ""the Receivers asserted the sale of the HMOs was accomplished through tortious means of conspiracy, fraud, unfair practices, and breaches of fiduciary duty."", ""The tortious conduct of the defendant had""]",5050599,False,en,759,1348,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,45140a7b1e7e8952c6939bf2527dbc10349bdb94ccc1ad127a7390a392990b36,efc176adc6435b41b8d738febf967169fbedade51f8fb648d7d111c6446bf6f0,aead2cc6c25afae97585ef99ba55c2ea1baaa420a6f1de5d61b95d4569c96bc8,efc176adc6435b41b8d738febf967169fbedade51f8fb648d7d111c6446bf6f0
US_8636c5a0c5ede55860,FAM_1ae710b375e91547,US,Michigan,Michigan Supreme Court,supreme,2018-06-01,,product_liability,"[""product liability"", ""failure to warn"", ""seller negligence""]",independent_agreement,"[""This products-liability action arises out of injuries sustained by plaintiff when his hunting tree stand collapsed, resulting in an approximately 18- to 20-foot fall."", ""the missing instruction manual warned against leaving the tree stand up for more than one season"", ""plaintiff alleged that defendant owed him a duty to exercise reasonable care""]",4503466,False,en,862,1496,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,confirmatory,acb612b5a3fddf2bc9a1e99e3fa08f28358fbbc9763e36bde3adbd7284d06630,0762f83bb317bc9af6aeee2f43812f6f5e484800679b3e55b34e9813a3d7a00b,f67b1b63abf1092ce93f2654a14fea3fb5a753ebdc1f31cdeb7d18356264d8e1,0762f83bb317bc9af6aeee2f43812f6f5e484800679b3e55b34e9813a3d7a00b
US_89752cdd8fe08c1031,FAM_11e8058247368589,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,2018-12-28,,general_negligence_personal_injury,"[""premises negligence"", ""negligent failure to maintain safe real property"", ""negligent failure to provide safety padding""]",accepted_primary,"[""Mother alleged that Jarrett’s injuries occurred because of a defective and dangerous condition of the premises — namely, the concrete gym wall — and that the School was negligent in failing to install padded safety mats to cushion the wall."", ""we hold that, pursuant to the plain language of the Act, a claim that a local agency failed to pad a gym wall constitutes an assertion of an act of negligence by a local agency concerning the care, custody, and control of real property, and, thus, falls under the real property exception to governmental immunity.""]",4577672,False,en,740,1292,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,c70fe732a71c71ca164f6d437212fc15d0be469b3ecc320cc2fa327db253a025,ca0106c927a538ca80b63649594b9d7f443b96487f2bd7f50502cbda144cb8cf,2b6930eadbd90b3d9cb37ebbad05389ef0ec741c1c056297ab51202310de9438,ca0106c927a538ca80b63649594b9d7f443b96487f2bd7f50502cbda144cb8cf
US_8b84f7c77a2cc4823f,FAM_4ef1822767e08a03,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,2005-03-22,,general_negligence_personal_injury,"[""negligent retention"", ""negligent supervision"", ""punitive damages""]",accepted_primary,"[""The complaint against the Diocesan Parties sounded in negligent retention and supervision."", ""the cause of action governed by Section 317 is based upon ordinary negligence."", ""the jury awarded appellants a total of $519,000.00 in compensatory damages.""]",2156340,False,en,541,912,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,39460b432f663b92b130bced746be61c576a9b6e8804f14e31dd67431172837a,b2975f34e4a62eb101ff33de0949cb1ef3bcf261c49339ff0045a2db795a33d3,ec2238e052845cf7d1b0d9fd7623f47df0804cfdeb7d267d9c4a5f6b369924e8,b2975f34e4a62eb101ff33de0949cb1ef3bcf261c49339ff0045a2db795a33d3
US_8e816087051c99374d,FAM_a31b11fe4d08536d,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,2017-06-20,,other_civil_liability,"[""breach of fiduciary duty"", ""negligence"", ""negligent misrepresentation"", ""fraudulent misrepresentation"", ""violation of the Uniform Trade Practices and Consumer Protection Law"", ""negligent supervision""]",independent_agreement,"[""The Yenchis' complaint, filed in November 2003, asserted claims of negligence/willful disregard,3 fraudulent misrepresentation, violation of the Uniform Trade Practices and Consumer Protection Law (\""UTPCPL\""), 73 P.S. §§ 201-1-201-9.3, bad faith, negligent supervision, and breach of fiduciary duty."", ""A fiduciary duty may arise in the context of consumer transactions only if one party cedes decision -making control to the other party."", ""The case at bar presents an arm's -length consumer transaction in which the Yenchis accepted Holland's advice with respect to the purchase of the 1996 whole life insurance policy.""]",4401848,False,en,2225,3737,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,4dd16cfe6f0d68c065f4f870a472d31614efea3011e1a45c54d86392da597518,f41a88d2b9a773457cf2e5c99e493537af7e1a21a60cf402c2df06d2c11f84bd,3366bbd0f4e4ed858d7a9824a266ff03179af0ca18cf2d4706cd82e46f2ef027,f41a88d2b9a773457cf2e5c99e493537af7e1a21a60cf402c2df06d2c11f84bd
US_8f953fe2f1a7911efc,FAM_1ed603fb79f766de,US,Nevada,Nevada Supreme Court,supreme,2005-08-11,,other_civil_liability,"[""legal malpractice"", ""breach of fiduciary duty"", ""intentional infliction of emotional distress"", ""negligent infliction of emotional distress""]",independent_agreement,"[""ara I. Johnston and James R. Olson, Las Vegas, for Respondents. Before ROSE, GIBBONS and HARDESTY, JJ. OPINION ROSE, J. Appellants, William (now deceased) and Christine Kahn and the Kahn Family Trust (the Kahns), sued their prior attorney, Christopher Byrd and his firm, Morse &amp; Mowbray, for legal malpractice. Byrd and Morse &amp; Mowbray filed a motion for sum"", ""Under Nevada law, to establish a claim of legal malpractice, a plaintiff must demonstrate the following: \""[1] the existence of `an attorney-client relationship, [2] a duty owed to the client by the attorney, [3] breach of that duty, and [4] the breach [is the actual and] proximate cause of the client's damages.'\""""]",2629990,False,en,979,1608,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,confirmatory,c12aa7018175d54f6e78785d73aadaab839d193824d1b5b09b0a3043f6a17e46,8f8cf6ee55a56fc08c53e11a8582d8f707fc61f65b65f2e60a968aed9f21db0c,7bde41b127a5f035e596351c5eb34ddb60b1c75db56c8dee5fe712e336942f25,8f8cf6ee55a56fc08c53e11a8582d8f707fc61f65b65f2e60a968aed9f21db0c
US_94f469d91f6b1c555d,FAM_91d53d0683c6cdfd,US,West Virginia,West Virginia Supreme Court,supreme,2013-06-28,,general_negligence_personal_injury,"[""ordinary negligence"", ""negligent use of force"", ""failure to use appropriate caution and care"", ""public duty doctrine and special-duty exception""]",accepted_primary,"[""Petitioner alleged that respondents were negligent when the Deputy Martin attempted to calm and/or apprehend James G. Wilburn during a Greenbrier East High School basketball game"", ""The cause of action also alleged that respondents were negligent in the use of force and failure to use appropriate caution and care with regard to petitioner."", ""Petitioner claims that, as a result of the respondents’ actions, she suffered physical injury""]",948433,False,en,512,746,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,confirmatory,89af3bbe9c425678b702bc43497b3da83e752043fc5de591c49646f69194860b,2d8b8a9e24060790c40a1fc109ced5ff33f295a48d8fbac1a5c1ad3ce2358e12,a58b891791976884d8710a725585a359fad9887e132c663ed2b094ed24272423,2d8b8a9e24060790c40a1fc109ced5ff33f295a48d8fbac1a5c1ad3ce2358e12
US_98be2374bed153f34a,FAM_5a379498204de5b1,US,Nevada,Nevada Supreme Court,supreme,2011-05-26,,general_negligence_personal_injury,"[""negligence"", ""intentional tort liability"", ""duty of care""]",accepted_primary,"[""Roy Sparks and Jeffrey Clack engaged in a fight during a college football tailgate event that resulted in an injury to Roy."", ""during a college football tailgate event that resulted in an injury to Roy. Roy and his wife, appellant Andrea Sparks, filed suit against Clack and a number of other entities allegedly involved with the tailgate event, asserting several causes of action, including negligence and intentional torts. The Sparkses also named fictitious Doe and Roe defendan"", ""A plaintiff alleging negligence must demonstrate \""(1) the existence of a duty of care, (2) breach of that duty, (3) legal causation, and (4) damages.\""""]",2449904,False,en,1129,1731,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"Ineligible because the opinion resolves only a statutory notice/service requirement and does not decide a civil-liability substantive-merits issue; additionally, the source identifies a Court of Appeals panel rather than a controlling Michigan Supreme Court merits opinion.",confirmatory,cfbaca189802cdfa89f7cce39b420424365223c96350449c91427a3e1842bd1d,24ca1f465094857915c76ba74e37265dee772c47071c62e074bfacc7511168b8,38f4660adf163a756636e5b6c06d27c695f5c4a7525ab537a2afe0dc94f0ef89,24ca1f465094857915c76ba74e37265dee772c47071c62e074bfacc7511168b8
US_99f0f4ac29a4da2463,FAM_264de20f8c94f9a3,US,Michigan,Michigan Supreme Court,supreme,2002-07-31,,other_civil_liability,"[""employment discrimination"", ""sexual orientation discrimination"", ""sex discrimination""]",accepted_primary,"[""Plaintiff alleges in this action that she was discriminated against in her employment as a Detroit police officer on the basis of her sex and sexual orientation"", ""the charter creates a private cause of action allowing recovery for violation of the rights set forth in it"", ""I would hold that the charter does, in fact, create a damages action for discrimination based on sexual orientation""]",848846,False,en,752,1164,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,development,16b9c0c7c12c20bf49f783ace14713991ee25c9b00deb385e9c7cb605439366c,801d015be2c4fffd06c1af7f4f73721f757c95534ab3ff95dc5f49aaaf6b766d,d05670d4fa10e73a2309f0bcf9f6a99f833f29eb30f86f5b770d5310485c6aaa,801d015be2c4fffd06c1af7f4f73721f757c95534ab3ff95dc5f49aaaf6b766d
US_9acb209b5020b6dec4,FAM_3a5ffdc011cd1608,US,Louisiana,Supreme Court of Louisiana,supreme,2001-10-16,,product_liability,"[""strict products liability"", ""medical negligence""]",independent_agreement,"[""We hold that plaintiff's action in strict products liability arising out of a defective blood transfusion is not within the scope of § 5628 and therefore has not prescribed."", ""roviders' exposure to strict products liability claims arising out of defective blood transfusions, reasoning that \""[a] distributor of blood is strictly liable in tort when blood he places on the market creates an unreasonable risk of harm to others and, in fact, results in injury or disease to a human being.\"" 403 So.2d at 32. With that decision, Louisiana""]",1649604,False,en,520,918,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,development,aca25e11e9559c1ce7c4cb597102e97e228fb9daaaab0ef73af51b7a1960180f,f91248873762636993fd367d12da7fe2a06afc1e6ac20c98ed6706f79d01d39f,661d3c1201ffd29f91ea35934992df05df63ad4c74ebe75d68c0ff37eb508576,f91248873762636993fd367d12da7fe2a06afc1e6ac20c98ed6706f79d01d39f
US_9b0dcb923fdb190dd3,FAM_5d19f40e8d58e65d,US,Michigan,Michigan Supreme Court,supreme,2017-05-19,,general_negligence_personal_injury,"[""common work area doctrine"", ""general contractor negligence"", ""comparative negligence""]",accepted_primary,"[""The “common work area” doctrine constitutes an exception to the common-law rule that a general contractor is not liable for the negligence of its subcontractors."", ""plaintiff fell 35-40 feet off of a scaffold that was made with unsecured planks lacking supporting bridges and outriggers."", ""whether the general contractor was negligent in constructing the scaffold in that manner""]",4393333,False,en,420,700,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,The controlling opinion resolves a statutory notice and filing issue rather than a civil-liability substantive-merits issue.,confirmatory,701189af9ba5228657b9eb9897c83727f1cf0d461be4016dc53a137c4548aa2c,9bddc0f3945c12df0d7442133884fe9394f0631b6e092130b67f45dafe03907e,094c3108f329249fb5a74538a459f6681d1d09e80310293fd36051c57b95e8ef,9bddc0f3945c12df0d7442133884fe9394f0631b6e092130b67f45dafe03907e
US_9c0d0f392a9c3505c1,FAM_231d88cb8212ab4d,US,Michigan,Michigan Supreme Court,supreme,2000-09-19,,general_negligence_personal_injury,"[""premises liability"", ""negligent placement of concrete tire stops"", ""failure to provide adequate lighting""]",accepted_primary,"[""In this premises liability case the plaintiff, Violet Moeller, was injured when she tripped over a concrete tire stop in defendant church's parking lot."", ""Plaintiff sued the church, alleging that the defendant negligently placed the tire stops and failed to provide adequate lighting in the parking lot.""]",2211476,False,en,537,730,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,development,5419a6edbde4fc00fae01d607429a58ee589ad3c1fe26ba410f51c9228c2b931,9deb73a8cb21ad3c33e87ea74ed24e11cf9e9cf3eba1bc1db562e96b6b7fe31e,43bc3dd832b32d9f9f9cd5e49ea0dc96f6afdde5fbc99f54ac71e433361c4ebd,9deb73a8cb21ad3c33e87ea74ed24e11cf9e9cf3eba1bc1db562e96b6b7fe31e
US_9cac14d9a55b155cd4,FAM_a00be724f84549a3,US,Michigan,Michigan Supreme Court,supreme,2004-07-23,,medical_professional_liability,"[""medical malpractice"", ""negligent administration of Pitocin"", ""failure to monitor fetal distress"", ""vicarious liability"", ""successor liability""]",independent_agreement,"[""He argues, through his mother as next friend, that these conditions are the proximate results of defendants' negligence in treating his mother during her labor leading to his delivery."", ""Specifically, plaintiff maintains that defendants administered an excessive amount of a contraction-inducing medication to his mother and were unable to detect signs of fetal distress because they failed to make appropriate use of fetal monitoring devices."", ""He alleged that Drs. Gennaoui and Kittur committed medical malpractice in failing to monitor plaintiff's heartbeat with an internal uterine catheter until 2:30 P.M. on July 16, 1980."", ""Further, he alleged that Dr. Gennaoui and his colleagues negligently administered Pitocin to Ms. Craig despite the fact that she presented physical symptoms indicating that Pitocin was unnecessary and potentially harmful.""]",2108736,False,en,2096,3584,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,development,35c4823971e8bc12dc5908069916397e416bab778f9db5e9c713c367bba42170,ca954cb7406b936213290764d299b5ac4b801f11c8b94cb76a0f7f5a39355aae,ba1bb5658b80850415f66049fcb65893e7f08fa26dd7940cfdb47133c511b2ab,ca954cb7406b936213290764d299b5ac4b801f11c8b94cb76a0f7f5a39355aae
US_9dc742b4409b555931,FAM_a8f9616b58c5ff0e,US,Nevada,Nevada Supreme Court,supreme,2009-11-19,,medical_professional_liability,"[""medical malpractice"", ""professional negligence"", ""res ipsa loquitur"", ""negligent training and supervision"", ""loss of consortium""]",independent_agreement,"[""The complaint stemmed from an incident where Patricia suffered severe burns from chemotherapy treatment that Dr. Perez's staff administered."", ""The Fierles allege that on Patricia's third visit to Dr. Perez's office, Mitchell's administration of the chemotherapy medications did not infuse into the catheter but instead infused into her tissue, causing a subcutaneous burn called an \""extravasation.\""""]",2629643,False,en,1187,1966,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"The opinion resolves the sufficiency of a medical-malpractice notice of intent and its tolling effect, not a civil-liability substantive-merits issue.",confirmatory,e8bdc463a6b1f8f1a0a40625a125f47a3f5d932c9244e9afa19a8e9d3c83da2d,fd9ec61042696272ab07fd6ca64943ee11d10bf6e0cc8fbdd30d794eb84ebde0,e4ef203ffad9a7cf802129c16b0593e59fd94c29b4050c2218217ae384607fe4,fd9ec61042696272ab07fd6ca64943ee11d10bf6e0cc8fbdd30d794eb84ebde0
US_a0047ad180b5e21d95,FAM_e3ac1be0b5d37994,US,Louisiana,Supreme Court of Louisiana,supreme,2011-07-01,,general_negligence_personal_injury,"[""ordinary negligence"", ""wrongful death"", ""negligent roadway maintenance"", ""premises/unsafe-condition liability""]",accepted_primary,"[""DISCUSSION The plaintiffs' theory of the case is that the shoulder had a 2-4 inch depression in the asphalt which Brooks drove over while turning and which caused the backhoe to tip over."", ""The plaintiffs, Brooks' wife and children, filed a wrongful death suit against DOTD, alleging that a 2-4 inch depression in the asphalt on the shoulder where the highway met the 70-foot wide driveway caused the backhoe to flip over.""]",2491924,False,en,889,1588,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,development,af84eecdf5dfab2c38f6688c5b15cd31659952a91070625e35a88dab133abbeb,fe9a95b238cf3eba9e410c72fd10b9df95ef2a2fd6264f720a49b3ce4e3a8d3f,8ba3512576e0a30d18adf092904384bffc764a7b45d92a80f5786fd60eb2ccba,fe9a95b238cf3eba9e410c72fd10b9df95ef2a2fd6264f720a49b3ce4e3a8d3f
US_a07db3e0a97840c5b1,FAM_088a772db63286a2,US,Nevada,Nevada Supreme Court,supreme,2022-07-28,,other_civil_liability,"[""Nevada Deceptive Trade Practices Act violation"", ""consumer fraud"", ""knowing misrepresentation and false advertising"", ""civil conspiracy""]",independent_agreement,"[""e overall purpose of the statutes). SUPREME COURT OF NEVADA 14 10) 19.1,A .6W1, acknowledge the harm caused by smoking, those claims are based on Reynolds' alleged knowing misrepresentation of the dangers of smoking, which is distinct from a products-liability claim, despite relying on similar facts. Compare NRS 598.0915 (explaining that a deceptive trade practice occur"", ""ch is distinct from a products-liability claim, despite relying on similar facts. Compare NRS 598.0915 (explaining that a deceptive trade practice occurs when a person engaged in the course of his or her business \""knowingly\"" engages in several enumerated false advertising behaviors), with Fyssakis v. Knight Equip. Corp., 108 Nev. 212, 214, 826 P.2d 570, 57""]",7855043,False,en,842,1444,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,confirmatory,062745ff38e3d8b7e4a56d89d5e7631bd7410df7db505c01288d8d80acb85692,3f6451a3b4e97d2b094911a905b4943559c484fa71a10cc7c664c0719c6932ca,592869bc7175342caf9440dbb915fe1026184ef7cbd48b0ec182529728488f86,3f6451a3b4e97d2b094911a905b4943559c484fa71a10cc7c664c0719c6932ca
US_acb942a605c65e06f0,FAM_5aaf413e43000e79,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,2023-07-19,,other_civil_liability,"[""breach of contract"", ""breach of fiduciary duty"", ""theft of trade secrets"", ""unfair competition"", ""misappropriation of trade secrets"", ""tortious interference with contract"", ""civil conspiracy"", ""punitive damages""]",accepted_primary,"[""In addition, Northwest asserted: (1) breach of contract and fiduciary duties and theft of trade secrets against its ex-employees; (2) unfair competition against First National; and (3) misappropriation of trade secrets, tortious interference with contract, and civil conspiracy against Turk and First National."", ""The jury found Turk liable for breach of contract, breach of fiduciary duty, [J-59A-2022 and J-59B-2022] - 6 and civil conspiracy; it found First National liable for civil conspiracy and unfair competition.""]",9414285,False,en,1809,2813,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,8f7d19c87919d11d82ac89e804ebd2d2e0820f1a21b73cb28faa1b0be13bd49a,8d41cd18e3a31c4fe4efd4998f34d1a08265743e42ac290e77ce6b5177bc9e0d,3c0286b2e65f9b4a4201bc4aee7c51142711005253fb9550b3a1d58975ddb83e,8d41cd18e3a31c4fe4efd4998f34d1a08265743e42ac290e77ce6b5177bc9e0d
US_afc0614636d20e04b8,FAM_9749241a20322f6f,US,Nevada,Nevada Supreme Court,supreme,2000-08-18,,other_civil_liability,"[""conversion"", ""civil conspiracy to commit conversion"", ""punitive damages""]",accepted_primary,"[""The estate of Elfreda Gardner (\""the Estate\"") obtained a favorable jury verdict against Dean Witter Reynolds, Inc. and Warren House, a stockbroker and senior vice president of Dean Witter, based upon a theory of conspiracy to commit conversion of securities."", ""Conversion is \""a distinct act of dominion wrongfully exerted over another's personal property in denial of, or inconsistent with his title or rights therein or in derogation, exclusion, or defiance of such title or rights.\""""]",2589857,False,en,1543,2673,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,5b7cf7276c5bddeaadd80d69ae7f090cb2146daac7fe4eba86d40f72045a48de,7eb5094cf2bc18aa675d63212df06ddd4404ae25e674e852b65a0cf5998a4fbc,56838c5ce4acd4fea47fe2265d74c4e1050ad5aeae5bdf0c2444fd04fe6948f8,7eb5094cf2bc18aa675d63212df06ddd4404ae25e674e852b65a0cf5998a4fbc
US_b160a9deca3c2a648b,FAM_b0925461b197b37d,US,Nevada,Nevada Supreme Court,supreme,2006-05-25,,general_negligence_personal_injury,"[""negligent maintenance of premises"", ""failure to warn"", ""failure to maintain adequate safeguards"", ""premises liability""]",independent_agreement,"[""Seput sued Dr. Lacayo for negligent maintenance of the premises and failure to warn or maintain adequate safeguards."", ""The services consisted of \""monthly spraying with chemicals for the purpose of controlling insects.\"""", ""Seput fell through a hole from the second floor to the first floor of Dr. Lacayo's residence and sustained serious injuries.""]",2629308,False,en,348,557,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,development,aa6594cf93d55fb872fd14c042804ff661504ac11ae3401fec055d537610c08e,79ae3a27064f295fb211f1de9d856e1fb81a6aea5b7f4cf4ef85be839d47e5cb,c45cec4975444e807d1f273a2d170f2f251fc8dd85c6e52ef13674eae406ae7c,79ae3a27064f295fb211f1de9d856e1fb81a6aea5b7f4cf4ef85be839d47e5cb
